"","State","Year","Chamber","CI","EI","Renewables","NatGas","FarmWages","MiningWages","Population","IncomePC","ManuUnion","CI_Lag1","EI_Lag1"
"NM-2009","NM","2009",9.276,71,7.32,1.05162827517695,1.38486744070533,0.00747401675174447,0.0351743493504387,2037,32901,1.026,69.6,7.79
"NM-2010","NM","2010",9.275,69.2,7.46,1.0610955453779,1.37674158111464,0.0065112554634746,0.0413394978303674,2065,33658,1.048,71,7.32
"NM-2011","NM","2011",9.5055,69.3,7.66,1.06449316162167,1.37511729956298,0.00640979705220791,0.044874080407859,2081,35069,1,69.2,7.46
"NM-2012","NM","2012",9.5015,68.4,7.61,1.06750255204605,1.37337591974544,0.00695320823216874,0.0504092307832997,2088,35695,1.017,69.3,7.66
"NM-2013","NM","2013",9.3505,68.2,7.73,1.06909586267475,1.37646384492846,0.00766532029946171,0.0541314686016215,2093,34858,1.043,68.4,7.61
"NM-2014","NM","2014",9.394,66.6,7.65,1.07070668503306,1.37602539965989,0.0071592560527202,0.0586131766802021,2090,36880,1,68.2,7.73
"NM-2015","NM","2015",9.9955,66.5,7.58,1.07193346276032,1.38245381809625,0.00588988109328021,0.0516791598524483,2090,37753,1.023,66.6,7.65
"NM-2016","NM","2016",10.055,64.6,7.53,1.09644199915126,1.3858900958181,0.0067158131086472,0.0395167023164884,2093,38475,1.014,66.5,7.58
"NM-2017","NM","2017",9.471,63.9,7.67,1.11440963572957,1.36537965595053,0.00697188712650651,0.0420129738993816,2093,39197,1.042,64.6,7.53
"NM-2018","NM","2018",9.254,59.5,7.72,1.13575469398751,1.40097835057277,0.0066099921855726,0.048852297483469,2094,40977,1.053,63.9,7.67
"NM-2019","NM","2019",9.1225,59.4,7.77,1.14246729925186,1.41440569001156,0.00452490001096187,0.0512731523055997,2100,43191,1.057,59.5,7.72
"NM-2020","NM","2020",9.1065,58.3,7.55,1.1525908628569,1.41837170322192,0.00668396936706632,0.0388952595881217,2118,46631,1.026,59.4,7.77
"NV-1998","NV","1998",9.9915,66.5,6.17,1.09307305174227,1.26492262469637,0.00164879223544257,0.0229120969539941,1853,29256,1.028,NA,NA
"NV-1999","NV","1999",9.985,67.06,5.98,1.08444054386665,1.2639175291746,0.0014479002400058,0.0201195727051049,1935,30301,1.098,66.5,6.17
"NV-2000","NV","2000",9.985,67.73,5.92,1.07532534372473,1.3102808936683,0.00150272832909819,0.0173462803253349,2019,31858,1.07,67.06,5.98
"NV-2001","NV","2001",10.003,67.55,5.94,1.07268656692836,1.28637922780496,0.00142601632630223,0.0156686230251002,2098,32418,1.095,67.73,5.92
"NV-2002","NV","2002",10.003,66.9,5.67,1.06779917973924,1.28886264621866,0.00155359868035643,0.0147808519245799,2174,32180,1.048,67.55,5.94
"NV-2003","NV","2003",10.012,67.6,5.66,1.05697209811504,1.29292532818983,0.0012734909896045,0.0139038396400691,2249,33136,1.062,66.9,5.67
"NV-2004","NV","2004",10.012,67.4,5.38,1.05544248504187,1.32337875120548,0.00122669910164685,0.0138939888325679,2346,35173,1.027,67.6,5.66
"NV-2005","NV","2005",9.9685,67.1,5.13,1.05417255329169,1.33476740029618,0.00127478908627255,0.0134324084260955,2432,37907,1.079,67.4,5.38
"NV-2006","NV","2006",9.9685,61.7,5.21,1.0563921488569,1.34597221961067,0.00113552392203498,0.0146457879735101,2523,39437,1.031,67.1,5.13
"NV-2007","NV","2007",9.92,62,5.09,1.0574774730536,1.35812184056678,0.00124473637271721,0.0156778896356997,2601,39870,1.088,61.7,5.21
"NV-2008","NV","2008",9.92,61.4,4.98,1.06380647058402,1.39433841828575,0.00114295871351796,0.0165095914569116,2654,38640,1.071,62,5.09
"NV-2009","NV","2009",9.625,59.9,5.08,1.0832972340249,1.43627473570698,0.00142834331338863,0.017575192174798,2685,36125,1.107,61.4,4.98
"NV-2010","NV","2010",9.593,60.3,5.38,1.08082441099692,1.383491732549,0.00129333461266205,0.0200914246108956,2702,37288,1.068,59.9,5.08
"NV-2011","NV","2011",9.6065,58.8,5.26,1.0843428823885,1.37199751197507,0.00126956347378598,0.0227571077654215,2713,38589,1.033,60.3,5.38
"NV-2012","NV","2012",9.6065,57.5,5.3,1.09294538214399,1.41080825435102,0.00150847654670546,0.0241415440379105,2745,39671,1.105,58.8,5.26
"NV-2013","NV","2013",9.4665,57.6,5.43,1.10525941952192,1.40095207383615,0.0016252583068414,0.0242768373461311,2777,39319,1.051,57.5,5.3
"NV-2014","NV","2014",9.4665,58.5,5.41,1.10766576517766,1.37006547805764,0.0014932889965054,0.0220504685029067,2819,41112,1.077,57.6,5.43
"NV-2015","NV","2015",10.5175,54.9,5.11,1.12239410522687,1.44900532885193,0.00118833628924877,0.0213543798703763,2869,43783,1.113,58.5,5.41
"NV-2016","NV","2016",10.5175,54.3,5.18,1.13724210479936,1.43600261062093,0.00128898898451445,0.0198735197377213,2920,44700,1.047,54.9,5.11
"NV-2017","NV","2017",9.42,53.7,5.2,1.14471895506002,1.40334476968543,0.00121299444809091,0.0198220354692105,2972,46977,1.068,54.3,5.18
"NV-2018","NV","2018",9.42,53.6,5.16,1.15107914596177,1.40062037361595,0.00112875834685466,0.0195105893995712,3031,49278,1.05,53.7,5.2
"NV-2019","NV","2019",9.3775,53.2,4.96,1.16057076071461,1.4052914809725,0.000776789242700714,0.0196026054996574,3091,51905,1.098,53.6,5.16
"NV-2020","NV","2020",9.3775,51,4.84,1.17700315608668,1.43817849517562,0.00117667051768647,0.0206150518173958,3116,54650,1.125,53.2,4.96
"NY-1998","NY","1998",9.379,52.1,3.95,1.11682332673792,1.32148088574503,0.0011533545905348,0.000553720152363113,18756,31995,1.195,NA,NA
"NY-1999","NY","1999",9.3825,51.96,3.86,1.10349856704103,1.32211967121847,0.000991752426929859,0.000517827884522666,18883,33641,1.182,52.1,3.95
"NY-2000","NY","2000",9.3745,53.02,3.79,1.10402194910678,1.30899118435534,0.00105326748159551,0.000488407199061025,19002,35955,1.199,51.96,3.86
"NY-2001","NY","2001",9.3835,52.82,3.61,1.08732237475167,1.29958774780509,0.00106127300939289,0.000470314807490517,19083,37176,1.19,53.02,3.79
"NY-2002","NY","2002",9.3925,52.1,3.64,1.09039322952454,1.3044171409039,0.00136797880683758,0.000469734968794967,19138,36972,1.187,52.82,3.61
"NY-2003","NY","2003",9.3675,53.5,3.75,1.08631446823054,1.27172626774841,0.00123410449710368,0.000518645518983435,19176,37420,1.173,52.1,3.64
"NY-2004","NY","2004",9.3675,53.2,3.72,1.08996884203057,1.26434577063239,0.00115196791111097,0.000526717177669071,19172,39093,1.171,53.5,3.75
"NY-2005","NY","2005",9.335,52.7,3.55,1.09011228942723,1.2665913190709,0.000903041804244291,0.000538576015775871,19133,40645,1.164,53.2,3.72
"NY-2006","NY","2006",9.3275,50.9,3.23,1.10366896775363,1.28921404859288,0.000934263573457292,0.000551670518088893,19105,43760,1.145,52.7,3.55
"NY-2007","NY","2007",9.2905,51.1,3.27,1.09913582923153,1.30680765656716,0.00104353510117471,0.000567379558995488,19132,47020,1.164,50.9,3.23
"NY-2008","NY","2008",9.2385,49.5,3.26,1.1106489876037,1.31101385183384,0.000938118714427208,0.000632845349203346,19212,47909,1.159,51.1,3.27
"NY-2009","NY","2009",9.0535,48.3,3.01,1.11075942694674,1.31535716351719,0.000939514005693268,0.000532787602704292,19307,46936,1.165,49.5,3.26
"NY-2010","NY","2010",9.054,49.4,3.03,1.1047210721276,1.31597263169031,0.000894100316582646,0.00052069097639928,19400,48579,1.153,48.3,3.01
"NY-2011","NY","2011",9.3085,47.6,2.94,1.11669510651181,1.33180005472576,0.000749141663770827,0.000586060840097657,19500,50775,1.145,49.4,3.03
"NY-2012","NY","2012",9.312,47.2,2.7,1.11144193141816,1.35152910071053,0.00108894246131622,0.000535807958928322,19574,52628,1.11,47.6,2.94
"NY-2013","NY","2013",9.042,46.2,2.8,1.11226732876396,1.35319786332911,0.00107715214741691,0.000470472150888868,19626,52875,1.162,47.2,2.7
"NY-2014","NY","2014",9.0405,46.6,2.84,1.11390604346141,1.36237657621597,0.00108426273357574,0.000501097385322321,19653,54495,1.164,46.2,2.8
"NY-2015","NY","2015",9.3095,45.9,2.8,1.11676093553114,1.36369779418409,0.000843815936742004,0.000481776395026024,19657,56603,1.107,46.6,2.84
"NY-2016","NY","2016",9.3095,46,2.69,1.12047205880675,1.35462122975055,0.000937793481992619,0.000439792590256473,19636,58392,1.115,45.9,2.8
"NY-2017","NY","2017",9.0585,45.3,2.66,1.12990913758149,1.33809096515074,0.000849272387231093,0.000425968403580518,19594,62196,1.122,46,2.69
"NY-2018","NY","2018",9.0645,45.8,2.71,1.12389682419085,1.35294965304158,0.000761929733028037,0.000455825639955544,19544,64218,1.108,45.3,2.66
"NY-2019","NY","2019",8.8695,45,2.56,1.12947954641453,1.34772719888228,0.000579170162857303,0.000447572830370114,19463,66415,1.115,45.8,2.71
"NY-2020","NY","2020",8.876,43.5,2.34,1.13947850052368,1.38882256006234,0.000633066342902679,0.000440575664807099,20108,69873,1.109,45,2.56
"OH-1998","OH","1998",10.6475,69.5,8.37,1.02106684980338,1.20652635335386,0.00183713873671041,0.00322666068522928,11312,26388,1.269,NA,NA
"OH-1999","OH","1999",10.671,68.59,8.5,1.0220344416069,1.20535637950725,0.00164047069783792,0.00312973225739017,11335,27119,1.281,69.5,8.37
"OH-2000","OH","2000",10.671,68.73,8.38,1.0231493365863,1.21690367005216,0.0015360506143079,0.00290995552574244,11364,28496,1.243,68.59,8.5
"OH-2001","OH","2001",10.713,69.68,7.97,1.01705001165555,1.20863433113976,0.00163988471944017,0.00314986820108004,11387,29261,1.258,68.73,8.38
"OH-2002","OH","2002",10.713,71.1,7.71,1.0139422197958,1.21808816906459,0.001505096167849,0.00288879615504488,11408,29669,1.237,69.68,7.97
"OH-2003","OH","2003",10.782,71.7,7.73,1.01583000712333,1.21834869093905,0.00173689553624218,0.00273574435025584,11435,30471,1.234,71.1,7.71
"OH-2004","OH","2004",10.782,70.2,7.59,1.01647674765323,1.212694743753,0.00183240314881569,0.00279330313599877,11452,31588,1.221,71.7,7.73
"OH-2005","OH","2005",10.781,70.6,7.48,1.01806965601255,1.21092470576475,0.00158345525625044,0.00287854842087609,11463,32419,1.212,70.2,7.59
"OH-2006","OH","2006",10.781,70.4,7.19,1.01970884258681,1.19657128868648,0.00145838580277737,0.00296958377974079,11481,33976,1.169,70.6,7.48
"OH-2007","OH","2007",10.6915,70.8,7.41,1.02081709145983,1.20633733724068,0.00204188125346304,0.00299546979433419,11500,35371,1.136,70.4,7.19
"OH-2008","OH","2008",10.6275,69.8,7.45,1.02907353802259,1.20587691143005,0.00163196412050998,0.00317464288470802,11515,36654,1.149,70.8,7.41
"OH-2009","OH","2009",10.1495,69.7,7.17,1.03128027889316,1.21024981450768,0.00180922042099005,0.00334133494985405,11529,35593,1.16,69.8,7.45
"OH-2010","OH","2010",10.1495,69.6,7.23,1.03411182102975,1.21398569350997,0.00138289987162431,0.00332895817917645,11539,36580,1.177,69.7,7.17
"OH-2011","OH","2011",10.75,68.5,6.94,1.03677355709898,1.22599451768838,0.00167766360467245,0.00355504791936414,11546,38928,1.168,69.6,7.23
"OH-2012","OH","2012",10.7805,66,6.62,1.03969581908914,1.24052664058617,0.00219013047137167,0.00374077252478283,11551,40280,1.154,68.5,6.94
"OH-2013","OH","2013",10.767,66.4,6.63,1.04345108838712,1.25664383714058,0.00198181261957509,0.00323879706319129,11580,40754,1.145,66,6.62
"OH-2014","OH","2014",10.768,65.4,6.6,1.04308470326775,1.27919976246442,0.00170879768637568,0.00401547835132925,11607,42278,1.138,66.4,6.63
"OH-2015","OH","2015",10.7435,63.7,6.38,1.04262793740537,1.27925712315219,0.00213183133906275,0.00359706175319136,11622,43801,1.147,65.4,6.6
"OH-2016","OH","2016",10.763,63.4,6.26,1.04353098215656,1.27187877823257,0.00235374541113096,0.00284421420532699,11640,44576,1.143,63.7,6.38
"OH-2017","OH","2017",10.7375,63.3,6.07,1.04337580070542,1.28160704132129,0.0017739369147768,0.00287232200903398,11666,46116,1.124,63.4,6.26
"OH-2018","OH","2018",10.7375,61.6,6.26,1.04239605586281,1.33033778272095,0.00174025520455616,0.00303189557671845,11681,47822,1.109,63.3,6.07
"OH-2019","OH","2019",10.686,60.3,5.9,1.04428419952775,1.3481425157206,0.00171709287938806,0.00290219498327352,11697,49404,1.125,61.6,6.26
"OH-2020","OH","2020",10.6735,59.6,5.7,1.04466796127046,1.36389695803513,0.00146020288276617,0.0022317887169901,11798,52879,1.115,60.3,5.9
"OK-1998","OK","1998",10.1025,65.6,12.32,1.04181111816501,1.402967236192,0.00439437323951646,0.0363022287092855,3405,22009,1.163,NA,NA
"OK-1999","OK","1999",10.109,65.95,11.97,1.0386242510695,1.38455839894876,0.00481699869961929,0.0332046094882539,3437,22390,1.13,65.6,12.32
"OK-2000","OK","2000",10.1085,67.37,11.97,1.03187317182753,1.36770673103762,0.00434397421859775,0.0327882260787206,3454,24124,1.116,65.95,11.97
"OK-2001","OK","2001",10.2455,67.13,11.7,1.0321078350119,1.33497543478117,0.00465472934516797,0.0365235998381357,3467,25557,1.116,67.37,11.97
"OK-2002","OK","2002",10.2485,67.6,11.11,1.02809206006612,1.3582589545884,0.00324785625459442,0.0343092243580607,3489,25999,1.14,67.13,11.7
"OK-2003","OK","2003",10.2875,67.7,11.16,1.02821773630616,1.37374576828012,0.00375511045512426,0.0374945926573813,3505,27184,1.097,67.6,11.11
"OK-2004","OK","2004",10.2875,65.8,10.7,1.04206743866674,1.37582920970503,0.00502468936084825,0.0398566418751457,3525,29194,1.092,67.7,11.16
"OK-2005","OK","2005",10.62,65.7,10.64,1.04272878540132,1.39290955322419,0.00455891888042329,0.0459744448700937,3549,31699,1.054,65.8,10.7
"OK-2006","OK","2006",10.6275,65.5,10.25,1.03500619776421,1.41129984540695,0.00396862311674775,0.0646145589060622,3594,34650,1.091,65.7,10.64
"OK-2007","OK","2007",10.78,64.5,10.07,1.05252457677831,1.43081904788553,0.00530819698938577,0.0616906736187803,3634,35493,1.084,65.5,10.25
"OK-2008","OK","2008",10.78,64.7,9.74,1.05557514540725,1.44954222940096,0.00543549484319421,0.0693564188081271,3669,39154,1.06,64.5,10.07
"OK-2009","OK","2009",11.0175,64.3,9.32,1.06205945582509,1.45654839274067,0.00425320802839731,0.0565335898443807,3718,35835,1.058,64.7,9.74
"OK-2010","OK","2010",11.0185,63.2,9.84,1.06860379647222,1.44149579713824,0.00413967486626318,0.058751788575451,3760,37157,1.07,64.3,9.32
"OK-2011","OK","2011",11.0785,63.7,9.48,1.07273651569587,1.42907254762261,0.00424634882695352,0.073038299902226,3789,39693,1.048,63.2,9.84
"OK-2012","OK","2012",11.077,61.7,8.94,1.08673330321849,1.45582459853632,0.00495654338927812,0.0759743957084103,3819,41903,1.042,63.7,9.48
"OK-2013","OK","2013",11.0905,60.5,9.09,1.11022902086538,1.42236969582538,0.00392848180563021,0.0782196611447964,3854,43605,1.069,61.7,8.94
"OK-2014","OK","2014",11.0905,60.8,8.89,1.10574391428228,1.39663700130635,0.00410273845041717,0.0784362601400993,3879,45882,1.058,60.5,9.09
"OK-2015","OK","2015",11.1125,58.4,8.24,1.12502716870953,1.4380199382924,0.00248414011015931,0.0717319073642642,3911,44277,1.112,60.8,8.89
"OK-2016","OK","2016",11.1055,55.3,8.41,1.160312927089,1.45340430157726,0.0027775846780679,0.0563957774119252,3928,42052,1.1,58.4,8.24
"OK-2017","OK","2017",11.1305,54.1,8.48,1.17676816462267,1.42049023020662,0.00280075336313145,0.0622254567650138,3934,43871,1.065,55.3,8.41
"OK-2018","OK","2018",11.11,52.4,8.68,1.18908402645731,1.4912473898487,0.00232176422389561,0.0666774471164658,3943,46029,1.029,54.1,8.48
"OK-2019","OK","2019",11.0755,49.7,8.37,1.20606652202775,1.5187573403064,0.0028527836151183,0.0577369543211289,3961,48172,1.065,52.4,8.68
"OK-2020","OK","2020",11.073,48.8,8.21,1.21334203466947,1.53648357992042,0.00290689492643642,0.0401287192834219,3965,50249,1.053,49.7,8.37
"OR-1998","OR","1998",10.1125,37.2,9.08,1.404821334793,1.2126130625135,0.0114919413732925,0.00144490663577478,3352,25915,1.122,NA,NA
"OR-1999","OR","1999",10.16,36.23,9.08,1.44407173032458,1.21470071799864,0.0121497183034127,0.00144969935955959,3394,26498,1.122,37.2,9.08
"OR-2000","OR","2000",10.16,38.22,8.26,1.38559085068513,1.20340598147204,0.0114638239196584,0.00136913490197555,3430,28257,1.113,36.23,9.08
"OR-2001","OR","2001",10.055,41.32,7.66,1.33685757028907,1.22582398046464,0.0113111326254211,0.00118749396962401,3468,28774,1.123,38.22,8.26
"OR-2002","OR","2002",10.055,38.3,7.48,1.38851188407527,1.19909448246583,0.0105286962753597,0.00125528932877489,3513,28759,1.129,41.32,7.66
"OR-2003","OR","2003",10.03,39.6,7.02,1.38018260342104,1.21146958690572,0.0106040273521002,0.001278258293071,3547,29523,1.099,38.3,7.48
"OR-2004","OR","2004",10.03,39.2,6.66,1.38207909013274,1.23501843725164,0.0109737408385421,0.00130225949501886,3569,30980,1.098,39.6,7.02
"OR-2005","OR","2005",9.802,40.3,6.59,1.35304799360315,1.22966038806766,0.0120394006346986,0.0014112116821254,3613,32125,1.107,39.2,6.66
"OR-2006","OR","2006",9.802,37.4,6.49,1.40653525623179,1.21319950999499,0.0109899053982359,0.0014512088447873,3671,34488,1.117,40.3,6.59
"OR-2007","OR","2007",9.433,40.2,6.29,1.37837283459714,1.24486423979082,0.0118979583963963,0.00145530286825404,3722,35624,1.116,37.4,6.49
"OR-2008","OR","2008",9.433,39,6.03,1.40002463752754,1.26228366961649,0.0111549691119125,0.00128758309535713,3769,36856,1.124,40.2,6.29
"OR-2009","OR","2009",9.239,38.5,6.12,1.41780325401419,1.25168241263997,0.0133340113751983,0.00109508346427408,3809,35286,1.122,39,6.03
"OR-2010","OR","2010",9.239,39.2,5.8,1.41411718206442,1.24745000606111,0.0115323735393076,0.00101050582301352,3838,35941,1.118,38.5,6.12
"OR-2011","OR","2011",9.745,33.8,5.8,1.52283686535312,1.2021013449799,0.0111009784061994,0.00104792658182208,3873,37531,1.134,39.2,5.8
"OR-2012","OR","2012",9.745,33.9,5.6,1.51888988581251,1.22540942562893,0.0104481755883697,0.000994007761069847,3900,39128,1.105,33.8,5.8
"OR-2013","OR","2013",9.3395,36.2,5.67,1.47351372390872,1.24504006171521,0.0112156623599817,0.000964149293025198,3924,39462,1.075,33.9,5.6
"OR-2014","OR","2014",9.3395,35,5.49,1.49801159142102,1.22783651287561,0.0102070783991675,0.000931083995664338,3965,41653,1.069,36.2,5.67
"OR-2015","OR","2015",9.2385,35.9,5.12,1.46422645202812,1.25280515362804,0.00802573194380802,0.00100537437289292,4019,44166,1.1,35,5.49
"OR-2016","OR","2016",9.2385,34.8,5,1.4877044586296,1.25229212804611,0.00873590732550202,0.00104792257122822,4093,45467,1.074,35.9,5.12
"OR-2017","OR","2017",9.245,34.1,5.08,1.49508582330417,1.25143805034278,0.00914101586941626,0.00107127354950745,4147,47565,1.083,34.8,5
"OR-2018","OR","2018",9.276,35,4.77,1.49025957237147,1.26470527974399,0.00860849384272395,0.00110664064576105,4184,50209,1.049,34.1,5.08
"OR-2019","OR","2019",9.067,37.7,4.71,1.43062644832231,1.29206005307213,0.00693622575446755,0.00103358363147469,4216,52178,1.072,35,4.77
"OR-2020","OR","2020",9.0255,34.9,4.6,1.47692797722785,1.28477082197263,0.00853465779208856,0.0010077438604691,4245,56507,1.064,37.7,4.71
"PA-1998","PA","1998",10.1745,62.9,7.32,1.02993612015939,1.17881691629739,0.0023508373149593,0.00485389767873221,12246,27309,1.2,NA,NA
"PA-1999","PA","1999",10.1665,61.24,7.18,1.02923109072548,1.18920067846808,0.00200767891760139,0.00442333843557918,12264,28416,1.212,62.9,7.32
"PA-2000","PA","2000",10.1665,61.52,7.32,1.02909534422743,1.18447497434092,0.00216867929803973,0.00413864896717881,12284,30339,1.185,61.24,7.18
"PA-2001","PA","2001",10.1755,60.79,7.03,1.02525628919994,1.17377141588012,0.00214219074766056,0.00431306964341685,12299,31563,1.199,61.52,7.32
"PA-2002","PA","2002",10.1815,61.1,7.05,1.02485219567061,1.17909924182126,0.00260181362325708,0.00415426203846642,12331,32084,1.176,60.79,7.03
"PA-2003","PA","2003",10.2255,61.2,6.97,1.02792495985943,1.18112762175972,0.00233454842675793,0.00390924782979063,12375,33066,1.18,61.1,7.05
"PA-2004","PA","2004",10.2255,60.7,6.86,1.02944409406702,1.18041945166821,0.00222359889491805,0.00408609987412799,12411,34860,1.192,61.2,6.97
"PA-2005","PA","2005",10.23,61,6.78,1.02716580545591,1.17820198423751,0.00177011308547289,0.00436356682424763,12450,36173,1.16,60.7,6.86
"PA-2006","PA","2006",10.2235,61,6.55,1.03060870766503,1.17516510589418,0.00187900603600299,0.00449230713563515,12511,37803,1.137,61,6.78
"PA-2007","PA","2007",10,60.5,6.42,1.03076230140056,1.19684007201497,0.00218274663811726,0.00457479553311237,12564,40008,1.172,61,6.55
"PA-2008","PA","2008",10,59.3,6.26,1.03734425204073,1.19740804145348,0.00195209332738254,0.00495911015955219,12612,41467,1.133,60.5,6.42
"PA-2009","PA","2009",9.96,57.2,5.94,1.04574576291754,1.23151933729085,0.0018757916973332,0.00521504268134972,12667,40446,1.153,59.3,6.26
"PA-2010","PA","2010",9.9455,57.4,5.98,1.05085205667383,1.2421214448376,0.00180821984213286,0.00676960207568443,12711,42098,1.117,57.2,5.94
"PA-2011","PA","2011",10.3015,56.3,5.89,1.05740886122432,1.26661885948152,0.00151337470296985,0.00870395218839832,12747,44120,1.13,57.4,5.98
"PA-2012","PA","2012",10.3115,55.4,5.62,1.05593021331849,1.29620951590168,0.00197919881662738,0.00968108855731331,12769,45638,1.105,56.3,5.89
"PA-2013","PA","2013",10.2685,54.9,5.88,1.06100700055247,1.30490531486924,0.00195590784142937,0.00954146350507613,12780,45904,1.098,55.4,5.62
"PA-2014","PA","2014",10.2705,54.1,5.95,1.05836272902092,1.32734073804282,0.00190282154795939,0.0102814072562511,12792,47469,1.127,54.9,5.88
"PA-2015","PA","2015",10.3365,52.2,5.71,1.06040460796388,1.336963772578,0.00157804046697488,0.00866692080474814,12790,49293,1.16,54.1,5.95
"PA-2016","PA","2016",10.3445,50.4,5.46,1.06139598965642,1.36008437790966,0.00176750188867793,0.00619454510310429,12788,50574,1.133,52.2,5.71
"PA-2017","PA","2017",10.3765,49.7,5.42,1.06384321862246,1.37277626787308,0.00170398116932085,0.00705347041156834,12795,51888,1.123,50.4,5.46
"PA-2018","PA","2018",10.3895,49.4,5.59,1.06406387266151,1.3854511705962,0.00153751211407255,0.00709497544297498,12809,54468,1.122,49.7,5.42
"PA-2019","PA","2019",10.3575,48.8,5.34,1.06143311458846,1.43985188168868,0.0011704380555893,0.00711067781821588,12799,56125,1.118,49.4,5.59
"PA-2020","PA","2020",10.341,46.9,5.01,1.06387480535805,1.52266142384106,0.00126821202874247,0.0055950392691066,12994,60320,1.13,48.8,5.34
"RI-1998","RI","1998",9.561,57.3,5.41,1.01851525070805,1.59129249419882,0.00080784950629551,0.000636640332397988,1031,27493,1.108,NA,NA
"RI-1999","RI","1999",9.5565,57.32,5.26,1.01941246753934,1.53224021550793,0.000703377988235311,0.000648898914810076,1040,28432,1.133,57.3,5.41
"RI-2000","RI","2000",9.555,59.15,4.55,1.02196670003791,1.44607466734057,0.000767607044683133,0.000652593023941073,1050,30350,1.109,57.32,5.26
"RI-2001","RI","2001",9.5515,59.99,4.46,1.019097672915,1.48281013513844,0.000767200814052499,NA,1057,31795,1.094,59.15,4.55
"RI-2002","RI","2002",9.5535,60.8,4.32,1.01832450461056,1.44057288601138,0.000931991774256767,NA,1066,32801,1.087,59.99,4.46
"RI-2003","RI","2003",9.5605,61.7,4.51,1.01746571435091,1.36665221459051,0.000794213551369657,0.000464930607792582,1071,34256,1.087,60.8,4.32
"RI-2004","RI","2004",9.5615,61.5,4.29,1.02090902384597,1.34280655810265,0.00074394931715839,0.00044682750132469,1075,35867,1.1,61.7,4.51
"RI-2005","RI","2005",9.5565,61.3,4.09,1.00915513744608,1.392580672805,0.000583197334716505,0.000563915581050094,1068,36746,1.093,61.5,4.29
"RI-2006","RI","2006",9.5565,60,3.8,1.0270263543046,1.39086908471809,0.000623856499448255,0.000599963713733083,1063,38719,1.071,61.3,4.09
"RI-2007","RI","2007",9.538,59.8,3.85,1.0322596910169,1.45509963293131,0.000707162902978688,0.000627987189883446,1057,40608,1.054,60,3.8
"RI-2008","RI","2008",9.535,56.3,3.84,1.03245196018897,1.46943669654896,0.0006417284748344,0.000547679673474375,1055,41487,1.053,59.8,3.85
"RI-2009","RI","2009",9.5145,57.2,3.9,1.03808086408345,1.48705825581634,0.000643220342346627,0.000450268585498167,1054,40588,1.061,56.3,3.84
"RI-2010","RI","2010",9.515,56.9,3.81,1.03674261231886,1.48991856018919,0.000597823377314767,NA,1054,42631,1.075,57.2,3.9
"RI-2011","RI","2011",9.535,56.8,3.62,1.03722222222222,1.55266990291262,0.000507229266265565,NA,1054,44099,1.07,56.9,3.81
"RI-2012","RI","2012",9.535,57.2,3.55,1.03274012424122,1.53686059131839,0.000724153445162994,0.000426214010531312,1055,45305,1.104,56.8,3.62
"RI-2013","RI","2013",9.5055,56.9,3.79,1.03100169072437,1.44818919865758,0.000713269925118172,NA,1056,45112,1.099,57.2,3.55
"RI-2014","RI","2014",9.4995,56.6,3.9,1.03876208555914,1.44822156490516,0.000721727370791414,NA,1057,46639,1.032,56.9,3.79
"RI-2015","RI","2015",9.507,56.4,3.84,1.04175644293681,1.47586271503163,0.00056261572155476,NA,1057,48058,1.06,56.6,3.9
"RI-2016","RI","2016",9.5105,55.9,3.5,1.04459632958236,1.47725678897796,0.000624461440154564,NA,1058,48523,1.061,56.4,3.84
"RI-2017","RI","2017",9.499,55.3,3.46,1.05240727248824,1.51892347891822,0.000471143118578964,NA,1057,50423,1.046,55.9,3.5
"RI-2018","RI","2018",9.5,55.9,3.72,1.0513495552602,1.53546672119415,0.000431613537300188,NA,1059,52135,1.059,55.3,3.46
"RI-2019","RI","2019",9.48,55.4,3.57,1.06208905097998,1.5138981449899,0.000335968221864525,NA,1058,55105,1.088,55.9,3.72
"RI-2020","RI","2020",9.4815,53.6,3.41,1.07925378740453,1.57471231660539,0.000358679374856482,NA,1096,59066,1.077,55.4,3.57
"SC-1998","SC","1998",10.278,45.9,11.19,1.08324925514735,1.1056220600661,0.00242673539364822,0.00149579272980181,3919,22900,1.062,NA,NA
"SC-1999","SC","1999",10.2905,47.5,10.73,1.06186163541272,1.10715274561367,0.00207566826262272,0.00150722172409141,3975,23687,1.073,45.9,11.19
"SC-2000","SC","2000",10.3415,48.45,10.75,1.05728294162545,1.10223848418465,0.00211555231482207,0.00134126693655377,4024,25025,1.046,47.5,10.73
"SC-2001","SC","2001",10.506,49.21,10.35,1.04515483467283,1.09415542455576,0.00266303152680917,0.00116328155590978,4065,25644,1.063,48.45,10.75
"SC-2002","SC","2002",10.524,47.8,10.32,1.05034054540949,1.11904825813411,0.00246699476733375,0.00113927694444572,4108,26122,1.067,49.21,10.35
"SC-2003","SC","2003",10.5395,48.8,9.97,1.06456370161656,1.09448352646278,0.00196374454331133,0.00109740193037136,4150,26792,1.045,47.8,10.32
"SC-2004","SC","2004",10.5325,50.1,10.44,1.05690822824731,1.09900318178208,0.00245033997283451,0.00108006574387955,4211,27892,1.045,48.8,9.97
"SC-2005","SC","2005",10.5325,48.8,9.94,1.06262253926897,1.10587392839372,0.00205785178599124,0.00104750321611376,4270,29136,1.031,50.1,10.44
